source_code,concept_name
[arbu]/l,arbitrary unit per liter
[arbu]/ml,arbitrary unit per milliliter
[arb'u]/ml,arbitrary unit per milliliter
ru/ml,arbitrary unit per milliliter
m units,arbitrary unit per milliliter
cae,arbitrary unit per milliliter
{cta'u}/ml,arbitrary unit per milliliter
au/ml,arbitrary unit per milliliter
a unit/ml,arbitrary unit per milliliter
aunits/ml,arbitrary unit per milliliter
{ru/ml},arbitrary unit per milliliter
aau/ml,arbitrary unit per milliliter
{ai},avidity index
ai,avidity index
baseline,baseline
uv,bel microvolt
mv,bel millivolt
{sau},beta-2 GPI IgA Ab unit
sau,beta-2 GPI IgA Ab unit
gpi iga units,beta-2 GPI IgA Ab unit
{a_units},beta-2 GPI IgA Ab unit
gpi iga un,beta-2 GPI IgA Ab unit
gpi igg units,beta-2 GPI IgG Ab unit
{sgu},beta-2 GPI IgG Ab unit
gpi igg un,beta-2 GPI IgG Ab unit
{smu},beta-2 GPI IgG Ab unit
gu,beta-2 GPI IgG Ab unit
{g_units},beta-2 GPI IgG Ab unit
sgu,beta-2 GPI IgG Ab unit
smu,beta-2 GPI IgG Ab unit
{m_units},beta-2 GPI IgM Ab unit
gpi igm units,beta-2 GPI IgM Ab unit
smu,beta-2 GPI IgM Ab unit
gpi igm un,beta-2 GPI IgM Ab unit
mu,beta-2 GPI IgM Ab unit
igm units,beta-2 GPI IgM Ab unit
bethesda units,Bethesda unit
[beth'u],Bethesda unit
bethesda unit,Bethesda unit
bu,Bethesda unit
bethesda,Bethesda unit
bethesda units/ml,Bethesda unit per milliliter
x109,billion
x10e+09/,billion
10\s\9/l,billion per liter
{10e9/l},billion per liter
x10\s\9/l,billion per liter
bill/l,billion per liter
{x10e9/l},billion per liter
x10exp9/l,billion per liter
x10(9)/l,billion per liter
{x10(9)/l},billion per liter
10e9/l,billion per liter
10/9l,billion per liter
x10 ^9/l,billion per liter
bil/l,billion per liter
x10e9/l,billion per liter
x 10^9/l,billion per liter
{x10e+09/l},billion per liter
x10 9/l,billion per liter
x10(9/l,billion per liter
bil.l,billion per liter
e9/l,billion per liter
10/9 l,billion per liter
10(9)/l,billion per liter
10x9/l,billion per liter
{bil/l},billion per liter
10*9l,billion per liter
x10e9l,billion per liter
x10e+09.l,billion per liter
10^9l,billion per liter
x10e+-09/l,billion per liter
{bill/l},billion per liter
x109/l,billion per liter
x10e+9l,billion per liter
10_x_9_cells/l,billion per liter
x10 (9)/l,billion per liter
x10e+09/l\,billion per liter
x10ee+09/l,billion per liter
x10e+09/l,billion per liter
x10^9 /l,billion per liter
10^9/ul,billion per microliter
10*9/ul,billion per microliter
nm bce/mm creat,bone collagen equivalent per millimole of creatinine
{(calc)},calculated
cacl,calculated
calculated,calculated
{calc},calculated
(cal)c,calculated
"ca,lc",calculated
cal,calorie
(cal,calorie
count,cells
wbcs,cells
{#cells},cells
#cells,cells
# cells,cells
cel,cells
cells/cum,cells per cubic millimeter
rbc/mm3,cells per cubic millimeter
cells/7.5ml,cells per cubic millimeter
{cells/mm3},cells per cubic millimeter
wbc/mm3,cells per cubic millimeter
eos/cmm,cells per cubic millimeter
mega/mm3,cells per cubic millimeter
{cells}/[hpf],cells per high power field
{#/hpf},cells per high power field
\e\hpf,cells per high power field
graded/ hpf,cells per high power field
[hpf],cells per high power field
cell/hpf,cells per high power field
x 10'6 cells/ul,cells per liter
******)/l,cells per liter
leu/ul,cells per microliter
cl/mcl,cells per microliter
{cells}/ul,cells per microliter
lymphs/ul,cells per microliter
wbc/ul,cells per microliter
cell/mcl,cells per microliter
{cells/mcl},cells per microliter
{wbcs/ul},cells per microliter
{#_cells}/ul,cells per microliter
{6_/ul},cells per microliter
wbcs/ul,cells per microliter
wbc/mcl,cells per microliter
c/ul,cells per microliter
{cell/ul},cells per microliter
{3_/ul},cells per microliter
{cells/ul},cells per microliter
#eos/ul,cells per microliter
cel/ul,cells per microliter
{wbc}/ul,cells per microliter
{leu/ul},cells per microliter
centimeter(s),centimeter
tumor_afstand,centimeter
cmh?o,centimeter watercolumn
cmofh2o,centimeter watercolumn
cmh20,centimeter watercolumn
cm h20,centimeter watercolumn
cm h2o,centimeter watercolumn
cm[h2o],centimeter watercolumn
cmof h20,centimeter watercolumn
cm/h2o,centimeter watercolumn
centipoise,centipoise
cu,clinical unit
{cu},clinical unit
cu index,clinical unit
[cfu]/ml,colony forming unit per milliliter
dna copies/ml,copies per milliliter
cp/ml,copies per milliliter
rna/ml,copies per milliliter
copies,copies per milliliter
{copies/ml},copies per milliliter
{copies}/ml,copies per milliliter
copy/ml,copies per milliliter
rna copies/ml,copies per milliliter
cop/ml,copies per milliliter
beats per minute,counts per minute
counts/m,counts per minute
net cpm,counts per minute
br/min.,counts per minute
breaths/minute,counts per minute
breaths per minute,counts per minute
{bpm},counts per minute
mm^mm,cubic millimeter
cubic millimeter,cubic millimeter
cmm,cubic millimeter
cu_um,cubic millimeter
db,Decibel
dg,decigram
dl,deciliter
degrees of elevati,degree
{degrees},degree
cel,degree Celsius
degree celsius,degree Celsius
celcius,degree Celsius
degrees c,degree Celsius
deg c,degree Celsius
?c,degree Celsius
deg.c,degree Celsius
degc,degree Celsius
c,degree Celsius
degree c,degree Celsius
'c,degree Celsius
deg f,degree Fahrenheit
degf,degree Fahrenheit
fahrenheit,degree Fahrenheit
[degf],degree Fahrenheit
degree fahrenheit,degree Fahrenheit
degf],degree Fahrenheit
farnheit,degree Fahrenheit
far,degree Fahrenheit
degrees f,degree Fahrenheit
[dye'u],dye unit
eu,Ehrlich unit
ehrlich,Ehrlich unit
eu per dl,Ehrlich unit per deciliter
e.u./d,Ehrlich unit per deciliter
e.u/dl,Ehrlich unit per deciliter
{ehrlich\u}/dl,Ehrlich unit per deciliter
(ehrlichu)/dl,Ehrlich unit per deciliter
{ehrlichu}/dl,Ehrlich unit per deciliter
{e.u/dl},Ehrlich unit per deciliter
{eu/dl},Ehrlich unit per deciliter
ehrlich unit per dec,Ehrlich unit per deciliter
"e.u,/dl",Ehrlich unit per deciliter
{ehrlich'u}/dl,Ehrlich unit per deciliter
eu_per_dl,Ehrlich unit per deciliter
e.u. /dl,Ehrlich unit per deciliter
ehrlichu/dl,Ehrlich unit per deciliter
{e.u./dl},Ehrlich unit per deciliter
ehrlichu /dl,Ehrlich unit per deciliter
eu/ml,Ehrlich unit per milliliter
eia units,EIA unit
eia,EIA unit
{eia_index},EIA unit
index valu,EIA unit
eia value,EIA unit
<10 eia units,EIA unit
eia unit,EIA unit
eia index,EIA unit
ev,electronvolt
ev,Elisa unit
elisa,Elisa unit
elisa unites,Elisa unit
elisa units,Elisa unit
elisa units^elisa,Elisa unit
{elisa'u},Elisa unit
eu/ml,ELISA unit per milliliter
{elisa'u}/ml,ELISA unit per milliliter
elia u/ml,ELISA unit per milliliter
eliau/ml,ELISA unit per milliliter
mrq/l,equivalent per liter
{ery/ul},erythrocytes per microliter
femtoliter [si vol,femtoliter
{femtoliter},femtoliter
{^fl},femtoliter
femtoliter,femtoliter
mcm3,femtoliter
fl^fl,femtoliter
fl^fl^ucum,femtoliter
{filoliters},femtoliter
fl    s*,femtoliter
cu microns,femtoliter
{fl},femtoliter
{fl_femtoliter},femtoliter
f/l,femtoliter
fmol/l,femtomole per liter
fiu,fluorescence intensity unit
feet,foot (US)
g units,G (anti-prothrombin IgG concentration) unit
{cag_repeats},Generic unit for indivisible thing
number,Generic unit for indivisible thing
{cgg_repeats},Generic unit for indivisible thing
{ctg_repeats},Generic unit for indivisible thing
g^g^ucum,gram
gms,gram
gm/24 hour,gram per 24 hours
{g/24hrs},gram per 24 hours
gm/24 hours,gram per 24 hours
{gm/24_hrs},gram per 24 hours
gm/24 hrs,gram per 24 hours
g/24 hour,gram per 24 hours
g/{24h},gram per 24 hours
grams/24 hours,gram per 24 hours
{gm/24hr},gram per 24 hours
g/24.h,gram per 24 hours
{g/24h},gram per 24 hours
g/24,gram per 24 hours
gram/24hr,gram per 24 hours
{g/24hr},gram per 24 hours
{gm/24hrs},gram per 24 hours
gm/24,gram per 24 hours
gms/24 hrs,gram per 24 hours
g/24_h,gram per 24 hours
g/24 hours,gram per 24 hours
gm/d,gram per 24 hours
g/dlgram per deciliterucum,gram per deciliter
{gm/dl},gram per deciliter
gm /dl,gram per deciliter
{g/dl},gram per deciliter
grams/deciliter,gram per deciliter
g/dl (%),gram per deciliter
g/dl  s*,gram per deciliter
g-dl,gram per deciliter
g dl,gram per deciliter
{grams_per_decilit,gram per deciliter
g.dl,gram per deciliter
12.6-17.7 g/dl,gram per deciliter
g/dl(%),gram per deciliter
g/dl (,gram per deciliter
g/gl,gram per deciliter
 g/dl,gram per deciliter
g/dl (w/v),gram per deciliter
gramsperdeciliter,gram per deciliter
gram / deciliter,gram per deciliter
{g/dll},gram per deciliter
gram/dl,gram per deciliter
g/dll,gram per deciliter
{gram/dl},gram per deciliter
g/dl (),gram per deciliter
grams_per_decilite,gram per deciliter
g./dl,gram per deciliter
gram per deciliter,gram per deciliter
g/di,gram per deciliter
{g/dl(%)},gram per deciliter
{g/dl_gram_per_dec,gram per deciliter
?g/dl,gram per deciliter
gram.deciliter,gram per deciliter
gm?dl,gram per deciliter
",g/dl",gram per deciliter
{^g/dl},gram per deciliter
g/.dl,gram per deciliter
g/dl(),gram per deciliter
gldl,gram per deciliter
g/dl^g/dl^ucum,gram per deciliter
gm/dl s*,gram per deciliter
g/dl..,gram per deciliter
gm/dl^gm/dl,gram per deciliter
g./dl.,gram per deciliter
gm/dl^gm/dl^ucum,gram per deciliter
g//dl,gram per deciliter
gdl,gram per deciliter
g\dl,gram per deciliter
gr.dl,gram per deciliter
g/% (g/dl),gram per deciliter
{gmdl},gram per deciliter
g/dl (calc),gram per deciliter calculated
{g/dl(calc)},gram per deciliter calculated
g/dl calc,gram per deciliter calculated
g/dl (calc,gram per deciliter calculated
g/dl_(calc),gram per deciliter calculated
gm/dl (calc),gram per deciliter calculated
g/dl(calc),gram per deciliter calculated
g/dl  calc ,gram per deciliter calculated
{g/dl_(calc)},gram per deciliter calculated
g/g creat,gram per gram of creatinine
g/gcrea,gram per gram of creatinine
g/g(creat),gram per gram of creatinine
gm/l,gram per liter
?g/l,gram per liter
g/ld,gram per liter
gram/liter,gram per liter
ug/ul,gram per liter
[g/ml,gram per milliliter
gm/ml,gram per milliliter
g/time,gram per time
g%,gram percent
hb ^  continue to monitor,heartbeat
hz,Hertz
49 hrs,hour
{hour},hour
48-72 hours,hour
{hours},hour
{hr},hour
hr^hr^ucum,hour
{hrs},hour
48hours,hour
{hour(s)},hour
48hrs,hour
72hours,hour
hrs^hrs^ucum,hour
48 hr,hour
48hr,hour
48 hours,hour
x e8,hundred million
{apl},IgA phospholipid unit
[apl'u],IgA phospholipid unit
apl unit,IgA phospholipid unit
apl u,IgA phospholipid unit
apl,IgA phospholipid unit
[aplu],IgA phospholipid unit
apl units,IgA phospholipid unit
apl u/ml apl u/ml lb,IgA phospholipid unit per milliliter
apl u/ml,IgA phospholipid unit per milliliter
apl unit/ml,IgA phospholipid unit per milliliter
apl-u/ml,IgA phospholipid unit per milliliter
[apl'u]/ml,IgA phospholipid unit per milliliter
[gpl'u],IgG phospholipid unit
gpl,IgG phospholipid unit
gpl unit(s),IgG phospholipid unit
gpl igg units,IgG phospholipid unit
gpl units,IgG phospholipid unit
[gplu],IgG phospholipid unit
{gpl},IgG phospholipid unit
gpl u,IgG phospholipid unit
gpl-u/ml,IgG phospholipid unit per milliliter
gpl u/ml,IgG phospholipid unit per milliliter
gpl units/ml,IgG phospholipid unit per milliliter
gpl unit/ml,IgG phospholipid unit per milliliter
gpl u/ml gpl u/ml lb,IgG phospholipid unit per milliliter
gpl u,IgG phospholipid unit per milliliter
[mpl'u],IgM phospholipid unit
mpl,IgM phospholipid unit
[mplu],IgM phospholipid unit
mpl units,IgM phospholipid unit
{mpl},IgM phospholipid unit
mpl u,IgM phospholipid unit
mpl units/ml,IgM phospholipid unit per milliliter
mpl u/ml,IgM phospholipid unit per milliliter
mpl unit/ml,IgM phospholipid unit per milliliter
mpl-u/ml,IgM phospholipid unit per milliliter
mpl u/ml mpl u/ml lb,IgM phospholipid unit per milliliter
isr,immune status ratio
isr ,immune status ratio
{isr},immune status ratio
{in},inch (US)
{inches},inch (US)
in_us],inch (US)
{coi},index of reactivity
{index_val}index valueucum,index of reactivity
index_val,index of reactivity
index^index^ucum,index of reactivity
index value (iv),index of reactivity
{indexvalue},index of reactivity
index value,index of reactivity
(index_val),index of reactivity
intlunit,international unit
international unit,international unit
iu,international unit
{iu},international unit
international_unit,international unit
[iu],international unit
miu,international unit
inter. units,international unit
/iu,international unit
[iu]/(24.h),international unit per 24 hours
iu/day,international unit per 24 hours
iu/dl,international unit per deciliter
iu/g,international unit per gram
[iu]/g{hgb},international unit per gram of hemoglobin
iu/g hb,international unit per gram of hemoglobin
iu/h,international unit per hour
units/kg,international unit per kilogram
??????iu??????/l,international unit per liter
[iu]/linternational unit per literucum,international unit per liter
in/ul,international unit per liter
inu/l,international unit per liter
iunit/l,international unit per liter
{intunit/l},international unit per liter
int units/liter,international unit per liter
{iunits/l},international unit per liter
[iu]/l,international unit per liter
intunit/l,international unit per liter
u\l,international unit per liter
iul,international unit per liter
???iu???/l,international unit per liter
in/u/l,international unit per liter
iiu/l,international unit per liter
intl unit/l,international unit per liter
int_units/l,international unit per liter
iunits/l,international unit per liter
ui/l,international unit per liter
iu/l^iu/l^ucum,international unit per liter
intlunit/l,international unit per liter
 iu/l,international unit per liter
{iu/l},international unit per liter
xxxiu/ml,international unit per milliliter
?iu/ml,international unit per milliliter
[iu]/ml,international unit per milliliter
iu/ml^iu/ml^ucum,international unit per milliliter
intunit/ml,international unit per milliliter
who.iu/ml,international unit per milliliter
iiu/ml,international unit per milliliter
[iu]/mlinternational unit per milliliterucum,international unit per milliliter
aiu/ml,international unit per milliliter
intl_unit/ml,international unit per milliliter
intl_units/ml,international unit per milliliter
ui/ml,international unit per milliliter
iuml,international unit per milliliter
int units/ml,international unit per milliliter
iu/ml_class,international unit per milliliter
iunits/ml,international unit per milliliter
iunit/ml,international unit per milliliter
{int_unit/ml},international unit per milliliter
{intlunit/ml},international unit per milliliter
 iu/ml,international unit per milliliter
negative iu/ml,international unit per milliliter
iui/ml,international unit per milliliter
(iu)/ml,international unit per milliliter
intlunit/ml,international unit per milliliter
inter.units/ml,international unit per milliliter
cd:15865075^iu/ml,international unit per milliliter
int_units/ml,international unit per milliliter
intl units/ml,international unit per milliliter
{iunits/ml},international unit per milliliter
inter. units/ml,international unit per milliliter
{iu/ml},international unit per milliliter
jdf units,Juvenile Diabetes Foundation unit
jdfunits,Juvenile Diabetes Foundation unit
kiu/ml,Kallikrein inactivator unit per milliliter
k[iu]/l,kilo-international unit per liter
kul,kilo-international unit per liter
k[iu]/ml,kilo-international unit per milliliter
kda,kilodalton
kg mmhg,kilogram
vaegt,kilogram
kg/m3,kilogram per cubic meter
[kg/m2],kilogram per square meter
kg/m-?,kilogram per square meter
kpa,kilopascal
ku/l,kilounit per liter
kunits/l,kilounit per liter
ku/l^ku/l^ucum,kilounit per liter
ku/lkilo enzyme unit per literucum,kilounit per liter
{ku/l},kilounit per liter
kunit/l,kilounit per liter
10_3u/l,kilounit per liter
x10*3u/l,kilounit per liter
ku/ l,kilounit per liter
k u/l,kilounit per liter
10 to the third power u/l,kilounit per liter
x10 3u/l,kilounit per liter
l 02,liter
 l,liter
liter,liter
l.,liter
(l),liter
l o2,liter
i;,liter
li,liter
l/day,liter per 24 hours
l/(24.h),liter per 24 hours
{l/day},liter per 24 hours
l/24,liter per 24 hours
{l/l;%},liter per liter
 lpm,liter per minute
l/min 02,liter per minute
ltrs/min,liter per minute
l/m,liter per minute
liter/minute,liter per minute
 l/min,liter per minute
{l/min},liter per minute
l/min/m2,liter per minute per square meter
l/(min.m2),liter per minute per square meter
l/s,liter per second
l/sec,liter per second
log (cells/ml),log cells per milliliter
{log_cells}/ml,log cells per milliliter
log cells/ml,log cells per milliliter
log cfu/ml,log cells per milliliter
log copies/ml,log copies per milliliter
log copy/ml,log copies per milliliter
log (10) copies/ml,log copies per milliliter
log10 copy/ml,log copies per milliliter
{log_copies}/ml,log copies per milliliter
log cps/ml,log copies per milliliter
